what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343009574600
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343009574616
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343009581518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009594198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1343009594259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009614365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009618720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009625374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009628390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009628479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009639299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009646979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009646989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009655924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009656066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009657934
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343009683342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009684293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1343009684361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009698750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009701121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1343009701187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009716113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009717229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009726129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343009731045
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343009735395
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1343009735422
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343009736669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009766124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009769914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009806392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009807417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009875281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009882193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343009882229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009898906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009911094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343009912144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010084369
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010575346
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010586397
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343010586425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010610329
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343010617729
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010630548
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343010630557
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010636677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1343010636680
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010640224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.forwardHistory",1343010640224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010655814
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010657111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1343010668895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1343010669984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010673197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010680405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010687543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343010687587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010687943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010693159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010693721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010741315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010742790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010777758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010788728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010802081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010807483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010818252
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010819096
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010819717
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010821801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343010822749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343010823036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343010823425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343010823691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010824451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010827031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010834510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1343010834552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010835218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010841095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010841530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010895920
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010898804
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010900033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010903342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1343010903405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343010908957
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343010975986
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1343010976009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010978133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343010988091
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343010988832
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343010988986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1343011002649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1343011009526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1343011011470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1343011012028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011041405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011041627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011041942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011042223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011042516
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011043120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011043483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011044951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011045135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011073887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011090282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011097647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011115931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011119993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011137943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011150364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011151213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011175377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011189302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1343011212454
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011214348
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011215986
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343011264558
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1343011264581
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011272887
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343011275594
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011275858
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1343011278055
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011278456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011320764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011321021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011321246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011321447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011322195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1343011322537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011323456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011333518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011335803
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1343011345354
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1343011348089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011361162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1343011390763
